dataset,model,layer,target,subject,pearsonr,pearsonr_nc,ev,ev_nc,enc_rsa,enc_cka
EEG2,ResNet,features/layer3-10,early_0_200ms,sub-05,0.5534499274548831,0.6631700153292429,0.3202287752039751,0.4530019888766658,0.6769952480429731,0.6766715356559593
EEG2,ResNet,features/layer3-10,early_0_200ms,sub-06,0.5876573273068956,0.736286563701761,0.32087949583920344,0.481225146663274,0.5550413208637214,0.5045866224598097
EEG2,ResNet,features/layer3-10,early_0_200ms,sub-07,0.5479363355906623,0.665139501190622,0.31212145311158646,0.4745891852861133,0.7099491965374698,0.7440643152061038
EEG2,ResNet,features/layer3-10,early_0_200ms,sub-08,0.5393775245394052,0.6283793311445455,0.25134294301578486,0.35744676043511436,0.4325830787254119,0.4179172935622346
EEG2,ResNet,features/layer3-10,early_0_200ms,sub-09,0.5522697801114553,0.7917742799705347,0.2072314606480768,0.41201887824608874,0.4714453359976522,0.386296660520151
EEG2,ResNet,features/layer3-10,early_0_200ms,sub-10,0.5125691469363823,0.6306037943128417,0.23193391556257695,0.36131809127293585,0.5111273536033789,0.4154575627279473
EEG2,ResNet,features/layer3-10,middle_200_500ms,sub-01,0.3086907714826512,0.4861645876868219,0.07212606840712996,0.19570449506114515,0.08890207108535164,0.029912475973079448
EEG2,ResNet,features/layer3-10,middle_200_500ms,sub-02,0.23408913653334462,0.33126095425550883,-0.16330942379201288,0.024768734771286122,0.20429135107996205,0.10469683838576212
EEG2,ResNet,features/layer3-10,middle_200_500ms,sub-03,0.3860910422855608,0.501256627807117,0.005812584720429353,0.15289068948067194,0.2198821241511786,0.24829677117656992
EEG2,ResNet,features/layer3-10,middle_200_500ms,sub-04,0.3326245836751215,0.4533146844278103,0.0620897807947056,0.1366842245782873,0.1353715745676051,0.03594570925980564
EEG2,ResNet,features/layer3-10,middle_200_500ms,sub-05,0.3045403981595747,0.4073220514361224,0.07554736386251423,0.12742419836609475,0.2027463137848597,0.1297781754662878
EEG2,ResNet,features/layer3-10,middle_200_500ms,sub-06,0.40261962942396007,0.4912921244636184,0.1400766640848919,0.20341617921974253,0.3660867221911844,0.3199982556730701
